month,SUPPLIER,LICENSEE,PART,qty,month_amt,ytd_amt
2026-01,nippon-metal,ninja-roofing,tin-decoration,102,11300,11300
2026-01,nippon-metal,rice-roofers,glass-clip,172,209500,209500
2026-01,nippon-metal,rice-roofers,glass-decoration,241,191100,191100
2026-01,nippon-metal,rice-roofers,gold-clip,132,84300,84300
2026-01,nippon-metal,rice-roofers,roof-polish,245,52500,52500
2026-01,nippon-metal,rice-roofers,tin-decoration,144,16300,16300
2026-01,us-steel,ranger-roofing,glass-clip,142,178100,178100
2026-01,us-steel,ranger-roofing,gold-clip,120,75800,75800
2026-01,us-steel,ranger-roofing,roof-polish,117,27800,27800
2026-01,us-steel,ranger-roofing,tin-clip,219,24600,24600
